Question;Answer 1;Answer 2;CA 1;CA 2;CA 3;CA 4;CA 5;Level;Category;Confirmed;Photo Id;Photo Url
What team does Dua Lipa support?;Manchester United;Liverpool;Liverpool;.;.;.;.;Medium;Gossip;TRUE;;
What team does Ed Sheeran support?;Ipswich;Stoke;Ipswich;.;.;.;.;Medium;Gossip;TRUE;;
What team does Prince William support?;West Ham;Aston Villa;Aston Villa;.;.;.;.;Medium;Gossip;TRUE;;
What team did queen Elizabeth support?;Arsenal;Tottenham;Arsenal;.;.;.;.;Medium;Gossip;TRUE;;
Which player said that he smokes and drinks 3 red bull per day?;Balotelli;Jamie Vardy;Jamie Vardy;.;.;.;.;Medium;Gossip;TRUE;;
Which stricker was banned for betting on hisself?;Ivan Toney;Jamie Vardy;Ivan Toney;.;.;.;.;Medium;Gossip;TRUE;;
To whom did Luis Suarez refuse to shake hands before the start of the Liverpool vs. Manchester United match?;Rio Ferdinand;Patrice Evra;Patrice Evra;.;.;.;.;Medium;Gossip;TRUE;;
Which footballer has appeared the most times on the cover of FIFA?;Wayne Rooney;Lionel Messi;Wayne Rooney;.;.;.;.;Medium;Gossip;TRUE;;
Which footballer has appeared the most times on the cover of PES?;Cristiano Ronaldo;Lionel Messi;Lionel Messi;.;.;.;.;Medium;Gossip;TRUE;;
Which footballer had an issue with the police in Mykonos and tried to escape?;Harry Maguire;Jack Grealish;Harry Maguire;.;.;.;.;Medium;Gossip;TRUE;;
Which Belgian footballer had sex with Kevin De Bruyne's wife?;Romelu Lukaku;Thibaut Courtois;Thibaut Courtois;.;.;.;.;Medium;Gossip;TRUE;;
Which player is rumored to be using baby oil to slip away from opponents?;Adama Traoré;Neymar;Adama Traoré;.;.;.;.;Medium;Gossip;TRUE;;
Which footballer married his wife’s niece?;Hulk ;Neymar;Hulk ;.;.;.;.;Medium;Gossip;TRUE;;
Which footballer is rumored to get injured every year during a specific month to attend his sister's birthday?;Balotelli;Neymar;Neymar;.;.;.;.;Medium;Gossip;TRUE;;
Which player is rumored to come to Greece every Friday to party?;Ronaldinho;Neymar;Ronaldinho;.;.;.;.;Medium;Gossip;TRUE;;
Which famous player was rumored to have paid a witch doctor to curse a rival player ahead of a crucial game?;Kylian Mbappe;Paul Pogba;Paul Pogba;.;.;.;.;Medium;Gossip;TRUE;;
Which footballer was afraid of airplanes and never traveled by them, causing him to miss many away games?;Dennis Bergkamp;Paolo Guerrero;Dennis Bergkamp;.;.;.;.;Medium;Gossip;TRUE;;
Which coach’s daughter was rumored to have flirted with a player from the team her father manages during the team's celebrations after winning the league title?;Carlo Ancelotti;Pep Guardiola;Pep Guardiola;.;.;.;.;Medium;Gossip;TRUE;;
Which player’s son has Diego Maradona as his grandfather and Lionel Messi as his great-grandfather?;Sergio Aguero;Di Maria;Sergio Aguero;.;.;.;.;Medium;Gossip;TRUE;;
Which footballer kicked a ballboy because he did not give him the ball?;Balotelli;Eden Hazard;Eden Hazard;.;.;.;.;Medium;Gossip;TRUE;;
Which football team does Giannis Antetokounmpo have a stake in?;Nashville;Orlando City;Nashville;.;.;.;.;Medium;Gossip;TRUE;;
Who has won more Ballon d'Or trophies, Lionel Messi or Cristiano Ronaldo?;.;.;Lionel Messi;.;.;.;.;Easy;Higher Lower;TRUE;;
Which team has won more Premier League titles, Chelsea or Manchester City?;.;.;Manchester City;.;.;.;.;Easy;Higher Lower;TRUE;;
Which team has won more UEFA Europa League/UEFA Cup titles, Liverpool or Tottenham?;.;.;Liverpool;.;.;.;.;Easy;Higher Lower;TRUE;;
Who has scored more goals in his career, Rafik Djebbour or Youssef El Arabi?;.;.;Rafik Djebbour;.;.;.;.;Easy;Higher Lower;TRUE;;
Who has scored more goals in his career, Leonardo Bonucci or Giorgio Chiellini?;.;.;Leonardo Bonucci;.;.;.;.;Easy;Higher Lower;TRUE;;
Who has scored more goals in his career, Roberto Carlos or Dani Alves?;.;.;Roberto Carlos;.;.;.;.;Easy;Higher Lower;TRUE;;
Who has scored more goal in Champions League, Lionel Messi or Cristiano Ronaldo?;.;.;Cristiano Ronaldo;.;.;.;.;Easy;Higher Lower;TRUE;;
Which team has won more Premier League titles, Sheffield Wednesday or Blackburn Rovers?;.;.;Sheffield Wednesday;.;.;.;.;Easy;Higher Lower;TRUE;;
Which team has won more Premier League titles, Sunderland or Aston Villa?;.;.;Aston Villa;.;.;.;.;Easy;Higher Lower;TRUE;;
Which team has more appearances in Greek Super League, Asteras Tripolis or Panetolikos?;.;.;Asteras Tripolis;.;.;.;.;Easy;Higher Lower;TRUE;;
Who has the most clean sheet in his career, Petr Cech or Edwin van der Sar?;.;.;Edwin van der Sar;.;.;.;.;Easy;Higher Lower;TRUE;;
Who has more assists in his career, Mesut Ozil or Ryan Giggs?;.;.;Mesut Ozil;.;.;.;.;Easy;Higher Lower;TRUE;;
Who has more assists in his career, Luis Suarez or Thomas Muller?;.;.;Thomas Muller;.;.;.;.;Easy;Higher Lower;TRUE;;
Who has scored more goals in his career, Luis Suarez or Zlatan Ibrahimovic?;.;.;Luis Suarez;.;.;.;.;Easy;Higher Lower;TRUE;;
Which national team has lost more World Cup finals, Netherlands or Germany?;.;.;Germany;.;.;.;.;Easy;Higher Lower;TRUE;;
Which national team has lost more Champions League finals, Bayern Munich or Liverpool?;.;.;Liverpool;.;.;.;.;Easy;Higher Lower;TRUE;;
Who has scored more goals in World Cup, Thomas Muller or Kylian Mbappe?;.;.;Kylian Mbappe;.;.;.;.;Easy;Higher Lower;TRUE;;
Who has more appearances in World Cup, Miroslav Klose or Lionel Messi?;.;.;Lionel Messi;.;.;.;.;Easy;Higher Lower;TRUE;;
Who has scored more goals in EURO, Romelu Lukaku or Harry Kane?;.;.;Harry Kane;.;.;.;.;Easy;Higher Lower;TRUE;;
Who has more appearances in EURO, Harry Kane or Modric?;.;.;Harry Kane;.;.;.;.;Easy;Higher Lower;TRUE;;
Name the 5 most expensive transfers in Manchester City's history;.;.;Jack Grealish;Josko Gvardiol;Kevin De Bruyne;Rúben Dias;Rodri;Hard;Top5;TRUE;;
Name the top 5 scorers of Premier League 2022-2023;.;.;Erling Haaland;Harry Kane;Ivan Toney;Mohamed Salah;Callum Wilson;Hard;Top5;TRUE;;
Name the top 5 scorers of all time in Premier League;.;.;Alan Shearer;Harry Kane;Wayne Rooney;Andy Cole;Sergio Aguero;Hard;Top5;TRUE;;
Name the 5 most expensive transfers in Barcelona's history;.;.;Philippe Coutinho;Ousmane Dembele;Antoine Griezmann;Neymar;Frenkie de Jong;Hard;Top5;TRUE;;
Name the 5 most expensive transfers in Real Madrid's history;.;.;Eden Hazard;Jude Bellingham;Gareth Bale;Cristiano Ronaldo;Aurélien Tchouameni;Hard;Top5;TRUE;;
Name the 5 most expensive transfers in Juventus's history;.;.;Cristiano Ronaldo;Gonzalo Higuaín;Matthijs de Ligt;Dusan Vlahovic;Arthur Melo;Hard;Top5;TRUE;;
Name the 5 europeans with the most goals with their national team;.;.;Cristiano Ronaldo;Romelu Lukaku;Ferenc Puskas;Robert Lewandowski;Miroslav Klose;Hard;Top5;TRUE;;
Name the 5 player with the most assists in La Liga history;.;.;Lionel Messi;Xavi;Karim Benzema;Cristiano Ronaldo;Koke;Hard;Top5;TRUE;;
Name the 5 most expensive transfers in Olympiacos's history;.;.;Zlatko Zahovic;Giovanni;Diogo;Lajos Detari;Fernando Belluschi;Hard;Top5;TRUE;;
Name the 5 players with most clean sheets in football history;.;.;Gianluigi Buffon;Edwin van der Sar;Iker Casillas;Petr Cech;Pepe Reina;Hard;Top5;TRUE;;
Name the 5 european teams that spent the most money on transfers in the 2023-2024 season;.;.;Chelsea;Paris Saint-Germain;Tottenham;Manchester City;Arsenal;Hard;Top5;TRUE;;
Name the 5 spanish teams that spent the most money on transfers in the 2023-2024 season;.;.;Real Madrid;Atletico Madrid;Almeria;Barcelona;Real Betis;Hard;Top5;TRUE;;
Name the 5 italian teams that spent the most money on transfers in the 2023-2024 season;.;.;Napoli;Milan;Bologna;Atalanta;Inter;Hard;Top5;TRUE;;
Name the 5 european teams with the most income from transfers in the 2023-2024 season;.;.;Chelsea;Leipzig;Paris Saint-Germain;Brighton;Southampton;Hard;Top5;TRUE;;
Name the 5 most expensive sales in Tottenham's history;.;.;Gareth Bale;Harry Kane;Kyle Walker;Dimitar Berbatov;Luka Modric;Hard;Top5;TRUE;;
Name the 5 most expensive sales in Dortnund's history;.;.;Ousmane Dembele;Jude Bellingham;Jadon Sancho;Christian Pulisic;Pierre-Emerick Aubameyang;Hard;Top5;TRUE;;
Name the 5 most expensive sales in Napoli's history;.;.;Gonsalo Higuain;Edinson Cavani;Jorginho;Min-jae Kim;Kalidou Koulibaly;Hard;Top5;TRUE;;
Name the 5 teams that reached the Champions League Final the most;.;.;Real Madrid;Milan;Bayern Munich;Liverpool;Barcelona;Hard;Top5;TRUE;;
Name the 5 most expensive transfers in AEK's history;.;.;Orbelin Pineda;Robert Ljubicic;Aboubakary Koita;Ezequiel Ponce;Vasilios Tsiartas;Hard;Top5;TRUE;;
Name the 5 most expensive transfers in Paris Saint-Germain's history;.;.;Neymar;Kylian Mbappe;Kolo Muani;Achraf Hakimi;Goncalo Ramos;Hard;Top5;TRUE;;
Guess The Score and the scorers of 2019 Champions League final between Tottenham and Liverpool(Including extra time if, there was any, but no penalties)(ex.2-1,player1,player2,player3);.;.;0-2,Mohamed Salah,Divock Origi;.;.;.;.;Hard;Guess The Score;TRUE;;
Guess The Score and the scorers of 2008 Euro final between Germany and Spain(Including extra time if, there was any, but no penalties)(ex.2-1,player1,player2,player3);.;.;0-1,Fernando Torres;.;.;.;.;Hard;Guess The Score;TRUE;;
Guess The Score and the scorers of 2013 Greek Cup final between Asteras Tripolis and Olympiakos(Including extra time if, there was any, but no penalties)(ex.2-1,player1,player2,player3);.;.;1-3,Rayo,Divid Fuster,Rafik Djebbour,Abdoun;.;.;.;.;Hard;Guess The Score;TRUE;;
Guess The Score and the scorers of 2006 World Cup final between Italy and France(Including extra time if, there was any, but no penalties)(ex.2-1,player1,player2,player3);.;.;1-1,Marco Materazzi,Zinedine Zidane;.;.;.;.;Hard;Guess The Score;TRUE;;
Guess The Score and the scorers of 2012 Euro final between Spain and Italy(Including extra time if, there was any, but no penalties)(ex.2-1,player1,player2,player3);.;.;4-0,Jordi Alba,Fernando Torres,Juan Mata,David Silva;.;.;.;.;Hard;Guess The Score;TRUE;;
Guess The Score and the scorers of 2013 Champions League Semi-final 1st leg between Barcelona and Liverpool(ex.2-1,player1,player2,player3);.;.;3-0,Lionel Messi,Luis Suarez;.;.;.;.;Hard;Guess The Score;TRUE;;
Guess The Score and the scorers of 2013 Champions League final between Dortmund and Bayern Munich(Including extra time if, there was any, but no penalties)(ex.2-1,player1,player2,player3);.;.;1-2,Robben,Gundogan,Mandzukic;.;.;.;.;Hard;Guess The Score;TRUE;;
Guess The Score and the scorers of 2011 Champions League Semi-final 1st leg between Real Madrid and Barcelona(ex.2-1,player1,player2,player3);.;.;0-2,Lionel Messi;.;.;.;.;Hard;Guess The Score;TRUE;;
Guess The Score and the scorers of 2021 Champions League final between Man City and Chelsea(Including extra time if, there was any, but no penalties)(ex.2-1,player1,player2,player3);.;.;0-1,Kai Havertz;.;.;.;.;Hard;Guess The Score;TRUE;;
Guess The Score and the scorers of 2012 Champions League final between Bayern Munich and Chelsea(Including extra time if, there was any, but no penalties)(ex.2-1,player1,player2,player3);.;.;1-1,Thomas Muller,Drogba;.;.;.;.;Hard;Guess The Score;TRUE;;
Guess The Score and the scorers of 2022 World Cup final between Argentina and France(Including extra time if, there was any, but no penalties)(ex.2-1,player1,player2,player3);.;.;3-3,Lionel Messi,Di Maria,Kylian Mbappe;.;.;.;.;Hard;Guess The Score;TRUE;;
Guess The Score and the scorers of 2022 World Cup Quarter-final between Netherlands and Argentina(Including extra time if, there was any, but no penalties)(ex.2-1,player1,player2,player3);.;.;2-2,Lionel Messi,Molina,Weghorst,;.;.;.;.;Hard;Guess The Score;TRUE;;
Guess The Score and the scorers of 2016 Champions League final between Real Madrid and Atletico Madrid(Including extra time if, there was any, but no penalties)(ex.2-1,player1,player2,player3);.;.;1-1,Sergio Ramos,Carrasco;.;.;.;.;Hard;Guess The Score;TRUE;;
Guess The Score and the scorers of 2024 Euro Semi-final between Spain and France(Including extra time if, there was any, but no penalties)(ex.2-1,player1,player2,player3);.;.;2-1,Dani Olmo,Lamine Yamal,Kolo Muani;.;.;.;.;Hard;Guess The Score;TRUE;;
Guess The Score and the scorers of 2022 World Cup Quarter-final between Croatia and Brazil(Including extra time if, there was any, but no penalties)(ex.2-1,player1,player2,player3);.;.;1-1,Petkovic,Neymar;.;.;.;.;Hard;Guess The Score;TRUE;;
Guess The Score and the scorers of 2022 World Cup Semi-final between Argentina and Croatia(Including extra time if, there was any, but no penalties)(ex.2-1,player1,player2,player3);.;.;3-0,Lionel Messi,Julian Alvarez;.;.;.;.;Hard;Guess The Score;TRUE;;
Guess The Score and the scorers of 2022 World Cup Quarter-final between England and France(Including extra time if, there was any, but no penalties)(ex.2-1,player1,player2,player3);.;.;1-2,Tchouameni,Olivier Giroud,Harry Kane;.;.;.;.;Hard;Guess The Score;TRUE;;
Guess The Score and the scorers of 2022 World Cup Semi-final between Croatia and England(Including extra time if, there was any, but no penalties)(ex.2-1,player1,player2,player3);.;.;1-1,Perisic,Trippier;.;.;.;.;Hard;Guess The Score;TRUE;;
Guess The Score and the scorers of 2022 Euro Semi-final between Italy and Spain(Including extra time if, there was any, but no penalties)(ex.2-1,player1,player2,player3);.;.;1-1,Federico Chiesa,Alvaro Morata;.;.;.;.;Hard;Guess The Score;TRUE;;
Guess The Score and the scorers of 2022 Euro Final between Italy and England(Including extra time if, there was any, but no penalties)(ex.2-1,player1,player2,player3);.;.;1-1,Luke Shaw,Leonardo Bonucci;.;.;.;.;Hard;Guess The Score;TRUE;;
Find The Player;Sergio Aguero;David Silva;Sergio Aguero;.;.;.;.;Medium;Find Player By Photo;TRUE;image1_exxexb;https://res.cloudinary.com/dlmdnbstg/image/upload/v1724972939/Questions/Find%20Player%20By%20Photo/image1_exxexb.png
Find The Player;Gervinho;Pierre-Emerick Aubameyang;Pierre-Emerick Aubameyang;.;.;.;.;Medium;Find Player By Photo;TRUE;image2_bc1ynu;https://res.cloudinary.com/dlmdnbstg/image/upload/v1724972939/Questions/Find%20Player%20By%20Photo/image2_bc1ynu.png
Find The Player;Mario Balotelli;Angelo Ogbonna;Mario Balotelli;.;.;.;.;Medium;Find Player By Photo;TRUE;image3_ikoaqi;https://res.cloudinary.com/dlmdnbstg/image/upload/v1724972944/Questions/Find%20Player%20By%20Photo/image3_ikoaqi.png
Find The Player;George Best;Eric Cantona;Eric Cantona;.;.;.;.;Medium;Find Player By Photo;TRUE;image4_ws5wab;https://res.cloudinary.com/dlmdnbstg/image/upload/v1724972946/Questions/Find%20Player%20By%20Photo/image4_ws5wab.png
Find The Player;Nigel De Jong;Van der Wiel;Nigel De Jong;.;.;.;.;Medium;Find Player By Photo;TRUE;image5_jewmoj;https://res.cloudinary.com/dlmdnbstg/image/upload/v1724972944/Questions/Find%20Player%20By%20Photo/image5_jewmoj.png
Find The Player;Mohamed Salah;Fellaini;Fellaini;.;.;.;.;Medium;Find Player By Photo;TRUE;image6_uqhaog;https://res.cloudinary.com/dlmdnbstg/image/upload/v1724972941/Questions/Find%20Player%20By%20Photo/image6_uqhaog.png
Find The Player;Roberto Firmino;Joel Matip;Roberto Firmino;.;.;.;.;Medium;Find Player By Photo;TRUE;image7_tftwms;https://res.cloudinary.com/dlmdnbstg/image/upload/v1724972945/Questions/Find%20Player%20By%20Photo/image7_tftwms.png
Find The Player;Pierre-Emerick Aubameyang;Gervinho;Gervinho;.;.;.;.;Medium;Find Player By Photo;TRUE;image8_et2ev2;https://res.cloudinary.com/dlmdnbstg/image/upload/v1724972942/Questions/Find%20Player%20By%20Photo/image8_et2ev2.png
Find The Player;Eden Hazard;Gareth Bale;Eden Hazard;.;.;.;.;Medium;Find Player By Photo;TRUE;image9_czpa4m;https://res.cloudinary.com/dlmdnbstg/image/upload/v1724972942/Questions/Find%20Player%20By%20Photo/image9_czpa4m.png
Find The Player;Xavi;Andres Iniesta;Andres Iniesta;.;.;.;.;Medium;Find Player By Photo;TRUE;image10_ihvltl;https://res.cloudinary.com/dlmdnbstg/image/upload/v1724972933/Questions/Find%20Player%20By%20Photo/image10_ihvltl.png
Find The Player;Sadio Mane;Konate;Sadio Mane;.;.;.;.;Medium;Find Player By Photo;TRUE;image11_mqwnm9;https://res.cloudinary.com/dlmdnbstg/image/upload/v1724972935/Questions/Find%20Player%20By%20Photo/image11_mqwnm9.png
Find The Player;Yaya Toure;Mario Balotelli;Mario Balotelli;.;.;.;.;Medium;Find Player By Photo;TRUE;image12_psjrp7;https://res.cloudinary.com/dlmdnbstg/image/upload/v1724972937/Questions/Find%20Player%20By%20Photo/image12_psjrp7.png
Find The Player;Lionel Messi;Luis Suarez;Lionel Messi;.;.;.;.;Medium;Find Player By Photo;TRUE;image13_tlmllo;https://res.cloudinary.com/dlmdnbstg/image/upload/v1724972934/Questions/Find%20Player%20By%20Photo/image13_tlmllo.png
Find The Player;Dimitri Payet;Samir Nasri;Samir Nasri;.;.;.;.;Medium;Find Player By Photo;TRUE;image14_v2fydd;https://res.cloudinary.com/dlmdnbstg/image/upload/v1724972937/Questions/Find%20Player%20By%20Photo/image14_v2fydd.png
Find The Player;Robbie Fowler;Alan Navarro;Robbie Fowler;.;.;.;.;Medium;Find Player By Photo;TRUE;image15_g5oysw;https://res.cloudinary.com/dlmdnbstg/image/upload/v1724972939/Questions/Find%20Player%20By%20Photo/image15_g5oysw.png
Find The Player;Samuel Eto'o;Ronaldinho;Ronaldinho;.;.;.;.;Medium;Find Player By Photo;TRUE;image16_wbf0qf;https://res.cloudinary.com/dlmdnbstg/image/upload/v1724972938/Questions/Find%20Player%20By%20Photo/image16_wbf0qf.png
Find The Player;Cristiano Ronaldo;Luis Figo;Cristiano Ronaldo;.;.;.;.;Medium;Find Player By Photo;TRUE;image17_wiimsv;https://res.cloudinary.com/dlmdnbstg/image/upload/v1724972936/Questions/Find%20Player%20By%20Photo/image17_wiimsv.png
Find The Player;Chicharito;Wayne Rooney;Wayne Rooney;.;.;.;.;Medium;Find Player By Photo;TRUE;image18_g2t3m3;https://res.cloudinary.com/dlmdnbstg/image/upload/v1724972938/Questions/Find%20Player%20By%20Photo/image18_g2t3m3.png
Find The Player;Luis Suarez;Edinson Cavani;Luis Suarez;.;.;.;.;Medium;Find Player By Photo;TRUE;image19_yvyfhl;https://res.cloudinary.com/dlmdnbstg/image/upload/v1724972935/Questions/Find%20Player%20By%20Photo/image19_yvyfhl.png
Find The Player;Robben;Van Persie;Van Persie;.;.;.;.;Medium;Find Player By Photo;TRUE;image20_hleaie;https://res.cloudinary.com/dlmdnbstg/image/upload/v1724972946/Questions/Find%20Player%20By%20Photo/image20_hleaie.png
Find The Player;Antoine Griezmann;Erling Haaland;Antoine Griezmann;.;.;.;.;Medium;Find Player By Photo;TRUE;image21_adcgna;https://res.cloudinary.com/dlmdnbstg/image/upload/v1724972955/Questions/Find%20Player%20By%20Photo/image21_adcgna.jpg
Guess the player who wore the jersey of Barcelona duting 2007-08 season;Lionel Messi;Samuel Eto'o;Lionel Messi;.;.;.;.;Medium;Guess The Player;TRUE;g_player1_jktns3;https://res.cloudinary.com/dlmdnbstg/image/upload/v1726176019/Questions/Guess%20The%20Player/g_player1_jktns3.png
Guess the player who wore the jersey of Real Madrid during 2009-10 Season;Cristiano Ronaldo;Raul;Raul;.;.;.;.;Medium;Guess The Player;TRUE;g_player2_b1q8fm;https://res.cloudinary.com/dlmdnbstg/image/upload/v1726176019/Questions/Guess%20The%20Player/g_player2_b1q8fm.png
Guess the player who wore the jersey of Spain during 2011-12 Season;Xavi;Iniesta;Xavi;.;.;.;.;Medium;Guess The Player;TRUE;g_player3_bspied;https://res.cloudinary.com/dlmdnbstg/image/upload/v1726176019/Questions/Guess%20The%20Player/g_player3_bspied.png
Guess the player who wore the jersey of Liverpool during 2013-14 Season;Daniel Sturridge;Mario Balotelli;Mario Balotelli;.;.;.;.;Medium;Guess The Player;TRUE;g_player4_v5chtd;https://res.cloudinary.com/dlmdnbstg/image/upload/v1726176019/Questions/Guess%20The%20Player/g_player4_v5chtd.png
Guess the player who wore the jersey of Paris Saint-Germain during 2013-14 Season;David Beckham;Ezequiel Lavezzi;David Beckham;.;.;.;.;Medium;Guess The Player;TRUE;g_player5_qymnny;https://res.cloudinary.com/dlmdnbstg/image/upload/v1726176022/Questions/Guess%20The%20Player/g_player5_qymnny.png
Guess the player who wore the jersey of Chelsea during 2014-15 Season;David Luiz;Cesc Fabregas;Cesc Fabregas;.;.;.;.;Medium;Guess The Player;TRUE;g_player6_abycnh;https://res.cloudinary.com/dlmdnbstg/image/upload/v1726176021/Questions/Guess%20The%20Player/g_player6_abycnh.png
Guess the player who wore the jersey of Liverpool during 2017-18 Season;Sadio Mane;Divock Origi;Sadio Mane;.;.;.;.;Medium;Guess The Player;TRUE;g_player7_hyabcr;https://res.cloudinary.com/dlmdnbstg/image/upload/v1726176022/Questions/Guess%20The%20Player/g_player7_hyabcr.png
Guess the player who wore the jersey of Paris Saint-Germain during 2017-18 Season;Julian Draxler;Kylian Mbappe;Kylian Mbappe;.;.;.;.;Medium;Guess The Player;TRUE;g_player8_rtow40;https://res.cloudinary.com/dlmdnbstg/image/upload/v1726176022/Questions/Guess%20The%20Player/g_player8_rtow40.png
Guess the player who wore the jersey of Barcelona during 2019-20 Season;Ivan Rakitic;Frenkie de Jong;Ivan Rakitic;.;.;.;.;Medium;Guess The Player;TRUE;g_player9_hthe1k;https://res.cloudinary.com/dlmdnbstg/image/upload/v1726175977/Questions/Guess%20The%20Player/g_player9_hthe1k.png
Guess the player who wore the jersey of Real Madrid during 2021-22 Season;Rodrygo;Vinicius Junior;Vinicius Junior;.;.;.;.;Medium;Guess The Player;TRUE;g_player10_om3ti8;https://res.cloudinary.com/dlmdnbstg/image/upload/v1726175977/Questions/Guess%20The%20Player/g_player10_om3ti8.png
Guess the player who wore the jersey of Dortmund during 2022-23 Season;Jude Bellingham;Jadon Sancho;Jude Bellingham;.;.;.;.;Medium;Guess The Player;TRUE;g_player11_dwpz6d;https://res.cloudinary.com/dlmdnbstg/image/upload/v1726175977/Questions/Guess%20The%20Player/g_player11_dwpz6d.png
Guess the player who wore the jersey of Paris Saint-Germain during 2022-23 Season;Randal Kolo Muani;Lionel Messi;Lionel Messi;.;.;.;.;Medium;Guess The Player;TRUE;g_player12_cnvzd7;https://res.cloudinary.com/dlmdnbstg/image/upload/v1726175978/Questions/Guess%20The%20Player/g_player12_cnvzd7.png
Guess the player who wore the jersey of West Ham during 2022-23 Season;Declan Rice;Jarrod Bowen;Declan Rice;.;.;.;.;Medium;Guess The Player;TRUE;g_player13_qxkb1h;https://res.cloudinary.com/dlmdnbstg/image/upload/v1726175977/Questions/Guess%20The%20Player/g_player13_qxkb1h.png
Guess the player who wore the jersey of Liverpool during 2022-23 Season;Harvey Elliott;Darwin Nunez;Darwin Nunez;.;.;.;.;Medium;Guess The Player;TRUE;g_player14_abmufu;https://res.cloudinary.com/dlmdnbstg/image/upload/v1726175978/Questions/Guess%20The%20Player/g_player14_abmufu.png
Guess the player who wore the jersey of Milan during 2024-25 Season;Theo Hernandez;Rafael Leao;Theo Hernandez;.;.;.;.;Medium;Guess The Player;TRUE;_player15_feb9pc;https://res.cloudinary.com/dlmdnbstg/image/upload/v1726176019/Questions/Guess%20The%20Player/g_player15_feb9pc.png
Guess the player who wore the jersey of Real Madrid during 2024-25 Season;Toni Kross;Federico Valverde;Federico Valverde;.;.;.;.;Medium;Guess The Player;TRUE;g_player16_lh8uyf;https://res.cloudinary.com/dlmdnbstg/image/upload/v1726176018/Questions/Guess%20The%20Player/g_player16_lh8uyf.png
Guess the player who wore the jersey of Aston Villa during 2024-25 Season;Ollie Watkins;Leon Bailey;Ollie Watkins;.;.;.;.;Medium;Guess The Player;TRUE;g_player17_tmnpvx;https://res.cloudinary.com/dlmdnbstg/image/upload/v1726176018/Questions/Guess%20The%20Player/g_player17_tmnpvx.png
